titulo_original,titulo_romanizado,titulo_ingles,release_date,anio,temporada_año,temporadas,episodios,estudio,generos,demografia,formato,estado,popularidad,score_promedio,score_media,trends_MX,trends_US,trends_CA,trends_CO,trends_BR,trends_latam_avg,popular_algún_país,cluster
カミエラビ GOD.app シーズン2,Kamierabi GOD.app Season 2,KamiErabi GOD.app Season 2,2024-10-03,2024,FALL 2024,1,12.0,UNEND,Action | Drama | Psychological | Supernatural,Unknown,TV,FINISHED,3457,60.0,61.0,,,,,,,,1
青のミブロ 芹沢暗殺編,Ao no Miburo: Serizawa Ansatsu-hen,Blue Miburo Season 2,2025-12-20,2025,WINTER 2026,1,14.0,Maho Film,Drama,Shounen,TV,FINISHED,3398,67.0,69.0,,,,,,,,1
きのこいぬ,Kinokoinu,Kinokoinu Mushroom Pup,2024-10-03,2024,FALL 2024,1,12.0,C-Station,Comedy | Drama | Fantasy | Slice of Life,Seinen,TV,FINISHED,3379,64.0,65.0,,,,,,,,1
えぶりでいホスト,Everyday Host,,2025-04-05,2025,SPRING 2025,1,24.0,Fanworks,Comedy,Shoujo,TV_SHORT,FINISHED,3374,65.0,67.0,,,,,,,,1
魔術士オーフェンはぐれ旅 聖域編,Majutsushi Orphen Hagure Tabi: Seiiki-hen,Sorcerous Stabber Orphen: Doom of Dragon's Sanctuary,2023-04-12,2023,SPRING 2023,1,12.0,Studio DEEN,Action | Adventure | Fantasy,Unknown,TV,FINISHED,3363,60.0,61.0,,,,,,,,2
爱上她的理由,Aishang Ta de Liyou Extra,,2024-02-13,2024,,1,1.0,Red Dog Culture House,Drama | Romance,Unknown,ONA,FINISHED,3355,76.0,77.0,,,,,,,,1
キン肉マン 完璧超人始祖編,Kinnikuman: Kanpeki Choujin Shiso-hen,Kinnikuman Perfect Origin Arc,2024-07-07,2024,SUMMER 2024,2,12.0,Production I.G,Action | Comedy | Sports,Shounen,TV,FINISHED,3317,66.0,68.0,,,,,,,,1
亏成首富从游戏开始,Kui Cheng Shoufu Cong Youxi Kaishi,The Richest Man in Game,2024-02-03,2024,,1,16.0,Foch,Action | Comedy | Drama | Fantasy,Unknown,ONA,FINISHED,3311,72.0,75.0,,,,,,,,2
火の鳥 エデンの宙,Hi no Tori: Eden no Sora,Phoenix: Eden17,2023-09-13,2023,SUMMER 2023,1,4.0,Studio 4°C,Drama | Fantasy | Sci-Fi,Unknown,ONA,FINISHED,3306,65.0,66.0,,,,,,,,1
大賢者リドルの時間逆行,Daikenja Riddle no Jikan Gyakko,,2026-04-01,2026,SPRING 2026,1,,Imagica Infos | Imageworks Studio,Action | Fantasy,Unknown,TV_SHORT,RELEASING,3299,42.0,42.0,,,,,,,,3
Re:ゼロから始める休憩時間(ブレイクタイム) 3rd Season,Re:Zero kara Hajimeru Kyuukei Jikan (Break Time) 3rd Season,,2024-10-03,2024,FALL 2024,2,16.0,Studio PuYUKAI,Adventure | Comedy | Fantasy,Unknown,ONA,FINISHED,3279,68.0,70.0,,,,,,,,2
无脑魔女,Wu Nao Monü,Agate,2023-07-04,2023,,2,15.0,Unity of Knowledge and Action Animation,Comedy | Fantasy | Slice of Life,Unknown,ONA,FINISHED,3202,60.0,64.0,,,,,,,,1
ぷれぷれぷれあです × かげじつ！,Ple Ple Pleiades × Kage-Jitsu!,,2023-10-31,2023,FALL 2023,1,1.0,Studio PuYUKAI,Comedy | Fantasy,Unknown,ONA,FINISHED,3112,69.0,70.0,,,,,,,,1
にじよん あにめーしょん2,NIJIYON ANIMATION 2,NIJIYON ANIMATION 2,2024-04-05,2024,SPRING 2024,1,12.0,Sunrise,Comedy | Music | Slice of Life,Unknown,TV_SHORT,FINISHED,3082,69.0,70.0,,,,,,,,1
食草老龙被冠以恶龙之名 版2期,Shicao Lao Long Bei Guanyi E Long Zhi Ming 2nd Season,"A Herbivorous Dragon of 5,000 Years Gets Unfairly Villainized Season 2",2024-10-02,2024,,1,12.0,Studio LAN,Action | Comedy | Fantasy,Unknown,ONA,FINISHED,3060,66.0,67.0,,,,,,,,2
Opus.COLORs（オーパスカラーズ）,Opus.COLORs,Opus.COLORs,2023-04-07,2023,SPRING 2023,1,12.0,C-Station,Sci-Fi,Unknown,TV,FINISHED,3052,48.0,48.0,,,,,,,,3
入り浸りギャルにま〇こ使わせて貰う話 Animation,Iribitari Gal ni Manko Tsukawasete Morau Hanashi Animation,,2024-10-04,2024,FALL 2024,1,,Seven,Hentai,Unknown,ONA,RELEASING,3006,70.0,72.0,,,,,,,,1
DOG SIGNAL,DOG SIGNAL,,2023-10-22,2023,FALL 2023,1,20.0,Fugaku,Slice of Life,Josei,TV,FINISHED,3001,63.0,65.0,,,,,,,,1
魔法つかいプリキュア！！～MIRAI DAYS～,Mahoutsukai Precure!! MIRAI DAYS,Witchy Precure!! ~MIRAI DAYS~,2025-01-12,2025,WINTER 2025,1,12.0,Toei Animation | Studio DEEN,Action | Fantasy | Mahou Shoujo | Slice of Life,Unknown,TV,FINISHED,2980,72.0,74.0,,,,,,,,2
MIX MEISEI STORY 2ND SEASON ～二度目の夏、空の向こうへ～,"MIX: MEISEI STORY 2ND SEASON  - Nidome no Natsu, Sora no Mukou e",MIX MEISEI STORY Season2,2023-04-01,2023,SPRING 2023,1,24.0,OLM,Comedy | Drama | Romance | Slice of Life | Sports,Shounen,TV,FINISHED,2967,69.0,71.0,,,,,,,,1
未ル わたしのみらい,MIRU: Watashi no Mirai,MIRU: Paths to My Future,2025-04-03,2025,SPRING 2025,1,5.0,LinQ | TriF studio | Scooter Films | Shirogumi | REIRS | Larx Entertainment | Studio Hibari,Adventure | Fantasy | Sci-Fi,Unknown,TV,FINISHED,2955,49.0,50.0,,,,,,,,3
Yu-Gi-Oh! CARD GAME: THE CHRONICLES (2025),Yu-Gi-Oh! CARD GAME: THE CHRONICLES (2025),Yu-Gi-Oh! CARD GAME: THE CHRONICLES (2025),2025-04-21,2025,SPRING 2025,1,,KONAMI animation,Action | Fantasy,Unknown,ONA,RELEASING,2914,58.0,62.0,,,,,,,,2
失业魔王,Shiye Mowang,The Laid Off Demon,2025-02-05,2025,,1,26.0,Skyloong,Action | Comedy | Fantasy | Romance,Unknown,ONA,FINISHED,2875,64.0,69.0,,,,,,,,2
うまゆる ぷりてぃ～ぐれい,Umayuru: Pretty Gray,,2025-04-30,2025,SPRING 2025,1,4.0,Scooter Films,Comedy | Slice of Life,Unknown,ONA,FINISHED,2868,67.0,68.0,,,,,,,,1
コウペンちゃん,Koupen-chan,,2025-04-06,2025,SPRING 2025,1,,Lesprit,Slice of Life,Unknown,TV_SHORT,RELEASING,2861,68.0,73.0,,,,,,,,1
万圣街 第4季,Wan Sheng Jie 4,All Saints Street 4,2023-07-05,2023,,1,12.0,HMCH,Comedy | Fantasy | Slice of Life | Supernatural,Unknown,ONA,FINISHED,2838,77.0,79.0,,,,,,,,1
청춘블라썸 : 우리의 봄,Cheongchun Blossom: Uriui Bom,,2026-04-15,2026,,1,12.0,Xtorm,Romance,Unknown,TV,RELEASING,2838,,68.0,,,,,,,,1
レヱル・ロマネスク2,Rail Romanesque 2,,2023-10-06,2023,FALL 2023,1,13.0,Yokohama Animation Lab,Sci-Fi | Slice of Life,Unknown,TV_SHORT,FINISHED,2822,51.0,52.0,,,,,,,,3
ぷにるはかわいいスライム 第2期,Puniru wa Kawaii Slime 2nd Season,Puniru is a Kawaii Slime Season 2,2025-07-06,2025,SUMMER 2025,1,12.0,TOHO animation STUDIO,Comedy | Fantasy | Romance | Slice of Life,Kids,TV,FINISHED,2802,70.0,71.0,,,,,,,,1
ハミダシクリエイティブ,Hamidashi Creative,,2024-10-04,2024,FALL 2024,1,12.0,Hayabusa Film,Romance,Unknown,TV_SHORT,FINISHED,2777,52.0,53.0,,,,,,,,3
クラシック★スターズ,CLASSIC★STARS,Classic★Stars,2025-04-06,2025,SPRING 2025,1,13.0,Platinum Vision,Music,Unknown,TV,FINISHED,2760,50.0,51.0,,,,,,,,3
チェンソー びより,Chainsaw Biyori,Chainsaw Days,2025-09-05,2025,SUMMER 2025,1,5.0,MAPPA,Comedy | Slice of Life,Unknown,ONA,FINISHED,2727,72.0,74.0,,,,,,,,1
アンドロイドは経験人数に入りますか？？ 5日間続けて……？,Android wa Keiken Ninzuu ni Hairimasu ka??: 5-kakan Tsuzukete......?,Does it Count if You Lose Your Innocence to an Android?: Five Days Running...?,2026-03-07,2026,WINTER 2026,1,1.0,Nyan Pollution-ω-,Comedy | Ecchi | Romance | Sci-Fi,Unknown,ONA,FINISHED,2726,61.0,62.0,,,,,,,,1
川越ボーイズ・シング,Kawagoe Boys Sing,KAWAGOE BOYS SING -Now or Never-,2023-10-09,2023,FALL 2023,1,12.0,evg | Telecom Animation Film,Comedy | Music,Unknown,TV,FINISHED,2718,49.0,50.0,,,,,,,,3
新テニスの王子様 U-17 WORLD CUP SEMIFINAL,Shin Tennis no Ouji-sama: U-17 WORLD CUP SEMIFINAL,The Prince of Tennis II U-17 World Cup Semifinal,2024-10-03,2024,FALL 2024,2,13.0,M.S.C,Action | Comedy | Sports,Shounen,TV,FINISHED,2679,62.0,64.0,,,,,,,,1
ひみつのアイプリ,Himitsu no AiPri,,2024-04-07,2024,SPRING 2024,2,51.0,Dongwoo Animation | OLM,Music | Slice of Life,Kids,TV,FINISHED,2648,65.0,68.0,,,,,,,,1
MAKE MY DAY,MAKE MY DAY,MAKE MY DAY,2023-02-02,2023,WINTER 2023,1,8.0,5 Inc.,Horror | Sci-Fi | Thriller,Unknown,ONA,FINISHED,2639,52.0,53.0,,,,,,,,3
イチゴ哀歌～雑で生イキな妹と割り切れない兄～,Ichigo Aika: Zatsu de Namaiki na Imouto to Warikirenai Ani,Ichigo Aika: Strawberry Elegy,2026-01-05,2026,WINTER 2026,1,12.0,Studio Houkiboshi,Comedy | Ecchi | Romance,Unknown,ONA,FINISHED,2634,55.0,57.0,,,,,,,,3
ルパン三世VSキャッツ・アイ,Lupin III VS Cat's Eye,LUPIN THE 3rd vs. CAT’S EYE,2023-01-27,2023,WINTER 2023,1,1.0,TMS Entertainment,Action | Adventure | Comedy | Mystery,Unknown,ONA,FINISHED,2613,65.0,66.0,,,,,,,,2
Journey to Bloom,Journey to Bloom,Journey to Bloom,2023-09-30,2023,FALL 2023,1,5.0,Unknown,Drama | Music,Unknown,ONA,FINISHED,2582,70.0,72.0,,,,,,,,1
斗罗大陆2绝世唐门,Douluo Dalu 2: Jueshi Tangmen,Soul Land 2: The Peerless Tang Clan,2023-06-24,2023,,1,156.0,Sparkly Key Animation,Action | Adventure | Fantasy | Romance,Unknown,ONA,RELEASING,2563,76.0,81.0,,,,,,,,2
Fate/Grand Order 藤丸立香はわからない,Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai,Fate/Grand Order: You've Lost Ritsuka Fujimaru,2023-02-04,2023,WINTER 2023,1,33.0,DLE,Comedy,Unknown,TV_SHORT,FINISHED,2557,68.0,70.0,,,,,,,,1
よあそびぐらしっ！,Yoasobi Gurashi!,Yoasobi Gurashi!,2024-07-08,2024,SUMMER 2024,1,8.0,Studio Houkiboshi,Drama | Ecchi | Romance,Unknown,ONA,FINISHED,2550,62.0,64.0,,,,,,,,1
想星のアクエリオン Myth of Emotions,Sousei no Aquarion: Myth of Emotions,AQUARION: Myth of Emotions,2025-01-10,2025,WINTER 2025,1,12.0,Satelight,Action | Fantasy | Mecha | Mystery | Sci-Fi,Unknown,TV,FINISHED,2533,51.0,52.0,,,,,,,,3
おでかけ子ザメ,Odekake Kozame,Little Shark's Day Out,2023-08-01,2023,SUMMER 2023,1,60.0,ENGI,Slice of Life,Kids,ONA,FINISHED,2525,70.0,72.0,,,,,,,,1
Yu-Gi-Oh! CARD GAME THE CHRONICLES,Yu-Gi-Oh! CARD GAME: THE CHRONICLES,,2024-02-03,2024,WINTER 2024,1,1.0,KONAMI animation,Action | Fantasy,Unknown,ONA,FINISHED,2482,72.0,74.0,,,,,,,,2
幻日のリムル -SUNSHINE in the SLIME-,Genjitsu no Rimuru: SUNSHINE in the SLIME,,2023-06-21,2023,SPRING 2023,1,2.0,YOYOmiracle,Comedy | Fantasy,Unknown,ONA,FINISHED,2463,56.0,57.0,,,,,,,,3
オーイ! とんぼ 第2期,Ooi! Tonbo 2nd Season,Tonbo! Season 2,2024-10-05,2024,FALL 2024,1,13.0,OLM,Drama | Sports,Unknown,TV,FINISHED,2455,70.0,72.0,,,,,,,,1
天官賜福 短片,Tian Guan Ci Fu Short Film,,2025-02-12,2025,,1,,Red Dog Culture House,Action | Adventure | Drama | Fantasy,Unknown,ONA,RELEASING,2433,82.0,87.0,,,,,,,,2
アイドルマスター シャイニーカラーズ 2nd season,The iDOLM@STER: Shiny Colors 2nd season,THE iDOLM@Ster SHINY COLORS Season 2,2024-10-05,2024,FALL 2024,1,12.0,POLYGON PICTURES,Music,Unknown,TV,FINISHED,2404,59.0,61.0,,,,,,,,1
테러맨,Terror Man,,2026-01-29,2026,,1,8.0,DR Movie,Action | Psychological,Unknown,ONA,FINISHED,2393,55.0,63.0,,,,,,,,1
逃走中 グレートミッション,Tousouchuu: The Great Mission,,2023-04-02,2023,SPRING 2023,1,97.0,Unknown,Action | Adventure | Sci-Fi | Supernatural,Unknown,TV,FINISHED,2390,50.0,51.0,,,,,,,,3
ガンダムビルドメタバース,GUNDAM BUILD METAVERSE,GUNDAM BUILD METAVERSE,2023-10-06,2023,FALL 2023,1,3.0,Sunrise Beyond,Action | Mecha | Sci-Fi,Unknown,ONA,FINISHED,2375,53.0,54.0,,,,,,,,3
闇芝居 十一期,Yami Shibai 11,Theatre of Darkness: Yamishibai 11,2023-07-10,2023,SUMMER 2023,2,13.0,ILCA | yell,Horror | Supernatural,Unknown,TV_SHORT,FINISHED,2374,53.0,54.0,,,,,,,,3
百姓貴族,Hyakushou Kizoku,Hyakusho Kizoku-the farmer's days,2023-07-07,2023,SUMMER 2023,1,12.0,Pie in the sky,Comedy | Slice of Life,Shoujo,TV_SHORT,FINISHED,2355,64.0,66.0,,,,,,,,1
カイリューとゆうびんやさん,Kairyuu to Yuubinya-san,Dragonite and the Special Delivery,2025-02-27,2025,WINTER 2025,1,1.0,CoMix Wave,Adventure | Fantasy | Slice of Life,Unknown,ONA,FINISHED,2288,75.0,77.0,,,,,,,,2
じゃんたま カン！！,Jongtama Kan!!,Mahjong Soul KAN!!,2024-04-25,2024,SPRING 2024,1,13.0,Alke,Comedy,Unknown,ONA,FINISHED,2250,55.0,56.0,,,,,,,,3
最推しの義兄を愛でるため、長生きします！,"Saioshi no Gikei Mederu Tame, Nagaikishimasu!",I'll Live a Long Life to Dote on My Favorite Stepbrother!,2026-01-03,2026,WINTER 2026,1,12.0,Imageworks Studio | Imagica Infos,Fantasy | Romance,Unknown,ONA,FINISHED,2231,50.0,51.0,,,,,,,,3
おそ松さん 第4期,Osomatsu-san 4th Season,Mr. Osomatsu 4th season,2025-07-09,2025,SUMMER 2025,1,13.0,PIERROT FILMS,Comedy | Sci-Fi | Slice of Life,Unknown,TV,FINISHED,2219,57.0,60.0,,,,,,,,3
ULTRAMAN FINAL,ULTRAMAN FINAL,ULTRAMAN: The Final Season,2023-05-11,2023,SPRING 2023,1,12.0,Production I.G | Sola Digital Arts,Action | Drama | Sci-Fi,Seinen,ONA,FINISHED,2189,69.0,71.0,,,,,,,,1
猫猫のひとりごと 第2期,Maomao no Hitorigoto 2nd Season,,2025-01-13,2025,WINTER 2025,1,24.0,Unknown,Comedy,Unknown,ONA,FINISHED,2167,66.0,70.0,,,,,,,,1
夜は猫といっしょSeason2,Yoru wa Neko to Issho Season 2,Nights with a Cat Season 2,2023-03-08,2023,SPRING 2023,2,30.0,Studio PuYUKAI,Comedy | Slice of Life,Unknown,ONA,FINISHED,2167,71.0,73.0,,,,,,,,1
ChroNoiR Episode.0,ChroNoiR Episode.0,,2023-07-28,2023,SUMMER 2023,1,1.0,A-1 Pictures,Action | Fantasy | Supernatural,Unknown,ONA,FINISHED,2147,66.0,69.0,,,,,,,,2
監禁区域レベルX,Kankin Kuiki Level X,Lockdown Zone: Level X,2024-09-07,2024,FALL 2024,2,6.0,Imagica Infos | Imageworks Studio,Horror | Mystery,Unknown,TV_SHORT,FINISHED,2141,59.0,61.0,,,,,,,,3
Duel Masters LOST ～追憶の水晶～,Duel Masters LOST:  Tsuioku no Suishou,,2024-10-04,2024,FALL 2024,2,4.0,J.C.STAFF,Adventure,Unknown,ONA,FINISHED,2127,56.0,61.0,,,,,,,,3
カードファイト!! ヴァンガード Divinez,Cardfight!! Vanguard: Divinez,CARDFIGHT!! VANGUARD Divinez,2024-01-13,2024,WINTER 2024,2,13.0,Kinema Citrus | Gift-o’-Animation | Studio JEMI,Action | Adventure | Fantasy,Unknown,TV,FINISHED,2110,68.0,70.0,,,,,,,,2
カードファイト!! ヴァンガード will+Dress Season2,Cardfight!! Vanguard: will+Dress Season 2,Cardfight!! Vanguard will+Dress Season 2,2023-01-14,2023,WINTER 2023,2,12.0,Kinema Citrus | Studio JEMI | Gift-o’-Animation,Action | Adventure,Unknown,TV,FINISHED,2105,63.0,65.0,,,,,,,,2
GAMERA -Rebirth-,GAMERA: Rebirth,GAMERA -Rebirth-,2023-09-07,2023,SUMMER 2023,1,6.0,ENGI,Action | Sci-Fi,Unknown,ONA,FINISHED,2069,60.0,62.0,,,,,,,,1
元祖！バンドリちゃん,Ganso! Bandori-chan,GANSO! BanG Dream Chan,2025-10-02,2025,FALL 2025,1,52.0,AtoriE,Comedy | Music,Unknown,ONA,RELEASING,2058,66.0,72.0,,,,,,,,1
제발 조용히 좀 해!,Jebal Joyonghi Jom Hae!,Quiet Please!,2025-09-02,2025,,1,5.0,LICO,Comedy | Romance,Unknown,ONA,FINISHED,2049,74.0,77.0,,,,,,,,1
成何体统,Cheng He Titong,How Dare You!?,2024-06-14,2024,,2,24.0,Shengying Animation,Comedy | Romance,Unknown,ONA,FINISHED,2039,72.0,77.0,,,,,,,,1
殿と犬,Tono to Inu,,2024-10-10,2024,FALL 2024,1,24.0,Live2D Creative Studio | OLM,Comedy | Slice of Life,Shoujo,TV_SHORT,FINISHED,2039,57.0,62.0,,,,,,,,1
闇芝居 十二期,Yami Shibai 12,Theatre of Darkness: Yamishibai 12,2024-01-15,2024,WINTER 2024,2,13.0,Unknown,Horror | Supernatural,Unknown,TV_SHORT,FINISHED,2032,54.0,55.0,,,,,,,,3
やたらやらしい深見くん,Yatara Yarashii Fukami-kun,Unexpectedly Naughty Fukami,2025-04-07,2025,SPRING 2025,1,8.0,Studio Houkiboshi,Comedy | Romance,Unknown,ONA,FINISHED,2031,63.0,66.0,,,,,,,,1
モンスターストライク　デッドバースリローデッド,Monster Strike: Deadverse Reloaded,Strike World: Deadverse Reloaded the Anime,2025-10-21,2025,FALL 2025,1,10.0,Yumeta Company,Action | Fantasy,Unknown,TV,FINISHED,2016,49.0,53.0,,,,,,,,3
絆のアリル セカンドシーズン,Kizuna no Allele Season 2,Kizuna no Allele 2nd Season,2023-10-05,2023,FALL 2023,1,12.0,WIT STUDIO | Signal.MD,Music | Slice of Life,Unknown,TV,FINISHED,2015,51.0,52.0,,,,,,,,3
崩坏：星穹铁道 永劫轮舞,Benghuai: Xingqiong Tiedao - Donghua Duanpian Yong Jie Lun Wu,Honkai: Star Rail - Rondo Across Countless Kalpas,2024-03-19,2024,,1,1.0,miHoYo Anime,Fantasy | Mystery | Sci-Fi,Unknown,ONA,FINISHED,2008,81.0,84.0,,,,,,,,1
斩神之凡尘神域,Zhan Shen: Fanchen Shen Yu,Slay The Gods,2024-07-31,2024,,2,15.0,Shenman Entertainment,Action | Fantasy,Unknown,ONA,FINISHED,1992,76.0,80.0,,,,,,,,2
LUPIN THE IIIRD 銭形と2人のルパン,LUPIN THE IIIRD: Zenigata to Futari no Lupin,LUPIN THE IIIRD: Zenigata and the Two Lupins,2025-06-20,2025,SPRING 2025,1,1.0,Telecom Animation Film,Action | Adventure | Comedy | Mystery,Seinen,ONA,FINISHED,1987,72.0,74.0,,,,,,,,2
UniteUp! -Uni:Birth-,UniteUp!: Uni:Birth,UniteUp! -Uni:Birth-,2025-01-11,2025,WINTER 2025,1,12.0,CloverWorks,Music,Unknown,TV,FINISHED,1984,63.0,66.0,,,,,,,,1
KUROMI'S PRETTY JOURNEY,KUROMI'S PRETTY JOURNEY,KUROMI'S PRETTY JOURNEY,2023-02-17,2023,WINTER 2023,2,21.0,Qzil.la | IMAGICA DIGITALSCAPE,Adventure | Comedy,Kids,ONA,FINISHED,1978,63.0,65.0,,,,,,,,1
子産み島 ～週7で産めるメスたち～,Koumi-jima: Shuu 7 de Umeru Mesu-tachi,,2023-02-17,2023,WINTER 2023,1,2.0,Seven,Hentai,Unknown,ONA,FINISHED,1978,61.0,63.0,,,,,,,,1
生徒会にも穴はある！ PV,Seitokai ni mo Ana wa Aru! PV,,2024-07-09,2024,,1,1.0,Passione,Comedy | Slice of Life,Unknown,ONA,FINISHED,1974,70.0,72.0,,,,,,,,1
집이 없어,Jibi Eopseo,No Home,2024-11-01,2024,,1,8.0,LICO,Comedy | Drama | Slice of Life | Supernatural,Unknown,TV_SHORT,FINISHED,1962,67.0,70.0,,,,,,,,1
当て馬キャラのくせして、スパダリ王子に寵愛されています。,"Ateuma Chara no Kuse Shite, Supadari Ouji ni Chouai Sareteimasu.","The Perfect Prince Loves Me, the Side Character?!",2024-04-08,2024,SPRING 2024,1,8.0,Studio Houkiboshi,Fantasy | Hentai | Romance,Unknown,ONA,FINISHED,1952,55.0,56.0,,,,,,,,3
葬送のフリーレン ～●●の魔法～ 3クール,Sousou no Frieren: ●● no Mahou Part 3,,2026-01-19,2026,WINTER 2026,1,,TOHO animation STUDIO,Comedy | Fantasy,Unknown,ONA,RELEASING,1871,68.0,74.0,,,,,,,,1
しーくれっとみっしょん～潜入捜査官は絶対に負けない！～,Secret Mission: Sennyuu Sousakan wa Zettai ni Makenai!,Secret Mission - Undercover Agents Never Back Down!,2023-10-02,2023,FALL 2023,1,8.0,Rabbit Gate,Hentai,Unknown,ONA,FINISHED,1864,62.0,64.0,,,,,,,,1
境界戦機 極鋼ノ装鬼,Kyoukai Senki: Kyokkou no Souki,AMAIM Warrior at the Borderline UltraSteel Ogre-Gear,2023-08-10,2023,SUMMER 2023,1,6.0,Sunrise Beyond,Fantasy | Mecha | Sci-Fi,Unknown,ONA,FINISHED,1857,51.0,53.0,,,,,,,,3
イジらないで、長瀞さん 2nd Attack ミニアニメ,"Ijiranaide, Nagatoro-san 2nd Attack Mini Anime",,2023-01-08,2023,WINTER 2023,1,12.0,AQUA ARIS,Comedy | Romance | Slice of Life,Unknown,ONA,FINISHED,1856,57.0,59.0,,,,,,,,3
崩坏：星穹铁道 飞光,Benghuai: Xingqiong Tiedao - Fei Guang,Honkai: Star Rail - A Flash,2023-05-10,2023,,1,1.0,Fantasier Animation | miHoYo Anime,Action | Fantasy | Sci-Fi,Unknown,ONA,FINISHED,1843,75.0,78.0,,,,,,,,2
B-PROJECT 熱烈＊ラブコール,B-PROJECT: Netsuretsu*Love Call,B-PROJECT Passion*Love Call,2023-10-02,2023,FALL 2023,1,12.0,Asahi Production,Music,Unknown,TV,FINISHED,1841,56.0,59.0,,,,,,,,3
美男高校地球防衛部ハイカラ！,Binan Koukou Chikyuu Bouei-bu Haikara!,Cute High Earth Defense Club Hi-CARA!,2025-07-07,2025,SUMMER 2025,1,12.0,Studio DEEN,Comedy | Mahou Shoujo | Sci-Fi | Slice of Life,Unknown,TV,FINISHED,1814,54.0,59.0,,,,,,,,3
ニートくノ一となぜか同棲はじめました OVAs,NEET Kunoichi to Naze ka Dousei Hajimemashita OVAs,,2025-03-29,2025,WINTER 2025,1,2.0,Quad,Comedy | Ecchi | Romance,Unknown,ONA,FINISHED,1804,60.0,62.0,,,,,,,,1
全职法师特别篇之神秘委托,Quanzhi Fashi Special: Shenmi Weituo,,2024-08-16,2024,,1,6.0,Foch,Action | Fantasy,Unknown,ONA,FINISHED,1803,61.0,66.0,,,,,,,,2
シャングリラ・フロンティア ミニアニメ,Shangri-La Frontier Mini Anime,,2023-09-28,2023,FALL 2023,1,9.0,Unknown,Comedy | Fantasy,Unknown,ONA,FINISHED,1800,61.0,63.0,,,,,,,,1
ハイスクール！奇面組 (2026),High School! Kimengumi (2026),High School! Kimengumi (2026),2026-01-09,2026,WINTER 2026,1,12.0,Seven,Comedy | Romance,Shounen,TV,FINISHED,1773,48.0,49.0,,,,,,,,3
遮天,Zhe Tian,Shrouding the Heavens,2023-05-03,2023,,1,208.0,Original Force,Action | Adventure | Sci-Fi,Unknown,ONA,RELEASING,1769,72.0,79.0,,,,,,,,2
あんさんぶるスターズ！！ 追憶セレクション「エレメント」,Ensemble Stars!!: Tsuioku Selection - Element,Ensemble Stars!! Reminiscences Selection ELEMENT,2023-04-06,2023,SPRING 2023,1,6.0,Dandelion Animation Studio,Drama | Music | Slice of Life,Unknown,ONA,FINISHED,1764,71.0,76.0,,,,,,,,1
人妻の唇は缶チューハイの味がしてOVA,Hitozuma no Kuchibiru wa Kan Chu-Hi no Aji ga Shite OVA,Chuhai Lips: Canned Flavor of Married Women OVA,2025-08-27,2025,SUMMER 2025,1,1.0,Raiose,Comedy | Ecchi | Romance,Unknown,ONA,FINISHED,1763,54.0,55.0,,,,,,,,3
華Doll*-Reinterpretation of Flowering-,HANA-Doll*: Reinterpretation of Flowering,,2025-04-09,2025,SPRING 2025,1,12.0,A-Real,Music | Mystery | Psychological,Unknown,TV,FINISHED,1761,49.0,53.0,,,,,,,,3
ヤキトリ,Yakitori,Yakitori: Soldiers of Misfortune,2023-05-18,2023,SPRING 2023,1,6.0,Arect,Action | Sci-Fi,Unknown,ONA,FINISHED,1759,60.0,61.0,,,,,,,,3
希灵纪元,Xiling Jiyuan,Xyrin Empire,2023-04-07,2023,,1,16.0,Wawayu Animation,Sci-Fi,Unknown,ONA,FINISHED,1753,58.0,64.0,,,,,,,,1
天体観測,Tentai Kansoku,,2023-03-20,2023,WINTER 2023,1,1.0,FLAT STUDIO,Music | Slice of Life,Unknown,ONA,FINISHED,1724,66.0,68.0,,,,,,,,1
ばなにゃ あらうんど ざ わーるど,Bananya: Around the World,Bananya Around the World,2024-10-15,2024,FALL 2024,1,13.0,TMS Entertainment | Lesprit,Adventure | Comedy | Fantasy | Slice of Life,Kids,ONA,FINISHED,1716,65.0,67.0,,,,,,,,2
崩坏：星穹铁道 玄黄,Benghuai: Xingqiong Tiedao - Xuanhuang,Honkai: Star Rail - Ichor of Two Dragons,2023-08-29,2023,,1,1.0,miHoYo Anime,Action | Adventure | Drama | Fantasy,Unknown,ONA,FINISHED,1712,75.0,78.0,,,,,,,,2
吞噬星空 第四季,Tunshi Xingkong 4,,2023-10-03,2023,,1,175.0,Sparkly Key Animation,Action | Sci-Fi,Unknown,ONA,RELEASING,1699,80.0,86.0,,,,,,,,1
闇芝居 十三期,Yami Shibai 13,Theatre of Darkness: Yamishibai 13,2024-07-15,2024,SUMMER 2024,2,13.0,ILCA,Horror | Supernatural,Unknown,TV_SHORT,FINISHED,1693,54.0,56.0,,,,,,,,3
沧元图,Cang Yuan Tu,,2023-06-22,2023,,2,26.0,Shenman Entertainment,Action | Fantasy,Shounen,ONA,FINISHED,1685,75.0,80.0,,,,,,,,2
カードファイト!! ヴァンガード will+Dress Season3,Cardfight!! Vanguard: will+Dress Season 3,Cardfight!! Vanguard will+Dress Season 3,2023-07-08,2023,SUMMER 2023,2,13.0,Kinema Citrus | Studio JEMI | Gift-o’-Animation,Action | Adventure,Unknown,TV,FINISHED,1661,62.0,64.0,,,,,,,,2
